number,name,diameter (km),Period (h),a (AU),e,slow,a_mean
6,Hebe,229.29,7.274467,2.4253,0.1588,False,2.394524814708595
7,Iris,262.69,7.138843,2.3857,0.2126,False,2.3311612626740277
8,Flora,147.68,12.86667,2.2015,0.1453,False,2.178136898154888
9,Metis,222.65,5.079176,2.3864,0.1279,False,2.366800661178141
10,Hygiea,454.53,13.82559,3.1418,0.1358,False,3.1126952183287275
11,Parthenope,159.11,13.72205,2.4523,0.0746,False,2.44546675878187
12,Victoria,136.9,8.66034,2.3342,0.1751,False,2.2981381362208633
13,Egeria,235.06,7.046665,2.5763,0.1265,False,2.5556035703892332
14,Irene,155.4,15.02986,2.5875,0.1987,False,2.535906182498859
15,Eunomia,286.49,6.082752,2.6436,0.1489,False,2.614129831719427
16,Psyche,288.29,4.195948,2.9221,0.1029,False,2.9065886341243528
17,Thetis,95.85,12.26603,2.4711,0.138,False,2.4474570807801226
18,Melpomene,155.84,11.57031,2.2958,0.178,False,2.2591371928181427
19,Fortuna,227.74,7.443222,2.442,0.1349,False,2.4196782104846837
20,Massalia,155.04,8.09902,2.4086,0.1619,False,2.3768237487303354
21,Lutetia,117.39,8.168269,2.4353,0.1294,False,2.4148251586941125
22,Kalliope,196.0,4.1482,2.9096,0.0879,False,2.8983378224984846
23,Thalia,120.0,12.31241,2.6278,0.2547,False,2.5411354679598577
24,Themis,215.0,8.374187,3.1345,0.1534,False,3.09740061168663
25,Phocaea,97.99,9.935397,2.4002,0.2267,False,2.3377099166427566
26,Proserpina,100.68,13.10977,2.6557,0.1198,False,2.6365737705730554
27,Euterpe,122.64,10.40828,2.347,0.1859,False,2.3060886669785075
28,Bellona,146.69,15.70785,2.7774,0.1789,False,2.7325929345580438
29,Amphitrite,231.21,5.390119,2.5543,0.0738,False,2.5473345820221818
30,Urania,114.0,13.68717,2.3656,0.105,False,2.352523487971162
31,Euphrosyne,302.09,5.529594,3.1552,0.2084,False,3.0859234191554488
32,Pomona,86.6,9.44767,2.587,0.1122,False,2.570664762210359
33,Polyhymnia,55.52,18.6091,2.8661,0.2973,False,2.7365067576204263
34,Circe,132.99,12.17458,2.6868,0.1449,False,2.6584443316247977
35,Leukothea,140.67,31.9009,2.9959,0.264,False,2.8896134966479927
36,Atalante,129.34,9.92692,2.7495,0.2779,False,2.6411972206170815
37,Fides,119.62,7.332527,2.6421,0.1597,False,2.60819021593768
38,Leda,128.22,12.83612,2.7408,0.1684,False,2.701657930395238
39,Laetitia,184.71,5.138238,2.7687,0.0693,False,2.7620436716127013
40,Harmonia,125.52,8.908483,2.2673,0.0209,False,2.266804756255738
41,Daphne,209.0,5.98798,2.7641,0.3047,False,2.632662557632403
42,Isis,120.12,13.58364,2.4412,0.1887,False,2.3973433060177856
43,Ariadne,72.09,5.761987,2.2034,0.1429,False,2.1807867961372245
44,Nysa,82.0,6.421417,2.4227,0.1734,False,2.3859996834763844
45,Eugenia,239.24,5.699152,2.7207,0.1128,False,2.703335712324053
46,Hestia,134.9,21.0401,2.5259,0.1175,False,2.5084027939616154
47,Aglaja,168.17,13.17707,2.8801,0.1129,False,2.861685664924849
48,Doris,238.79,11.8901,3.1124,0.0636,False,3.1060988548212936
50,Virginia,100.0,14.3107,2.6498,0.2445,False,2.5693766946574397
51,Nemausa,164.42,7.784839,2.3657,0.1145,False,2.350141378190252
52,Europa,359.53,5.629958,3.0968,0.1188,False,3.0748690944051544
53,Kalypso,140.04,9.03506,2.6186,0.2194,False,2.554797793252079
54,Alexandra,177.68,7.02264,2.7105,0.1889,False,2.6617010495206066
55,Pandora,86.81,4.804043,2.7597,0.1062,False,2.7440933150200233
56,Melete,130.75,18.14817,2.5979,0.2111,False,2.5393549464636576
59,Elpis,182.23,13.6747,2.7133,0.0729,False,2.7060806011846386
60,Echo,63.13,25.2285,2.3931,0.2021,False,2.3437181209899878
62,Erato,106.92,9.21819,3.1217,0.1504,False,3.0861913719771916
63,Ausonia,116.04,9.29759,2.3952,0.1206,False,2.377717875054218
64,Angelina,83.15,8.75032,2.6817,0.1518,False,2.650622396047041
65,Cybele,300.54,6.081434,3.4257,0.135,False,3.3943397666659343
66,Maja,82.28,9.7357,2.646,0.1439,False,2.618461051707976
67,Asia,66.69,15.8504,2.4209,0.1552,False,2.3915661241720367
68,Leto,151.0,14.84547,2.7821,0.1486,False,2.7512114175376627
69,Hesperia,145.88,5.65534,2.9796,0.1819,False,2.929891435484295
70,Panopaea,162.63,15.8039,2.6153,0.1531,False,2.5844674468930915
71,Niobe,97.0,35.8521,2.7552,0.1641,False,2.7178497056044097
72,Feronia,90.83,8.09068,2.2662,0.0737,False,2.260036971750966
73,Klytia,49.45,8.28307,2.6647,0.0407,False,2.6624920608122338
74,Galatea,132.02,17.2675,2.7795,0.1996,False,2.723569404869419
76,Freia,192.41,9.97306,3.3991,0.1807,False,3.3431449014947408
79,Eurynome,79.73,5.977722,2.4442,0.1768,False,2.405696024449807
80,Sappho,84.85,14.03086,2.296,0.152,False,2.2693216131557903
82,Alkmene,73.95,13.00079,2.7624,0.2503,False,2.6744681873522373
83,Beatrix,110.5,10.1107,2.4315,0.1171,False,2.4147715928984215
84,Klio,122.05,23.575,2.3622,0.1936,False,2.317508468482373
85,Io,169.46,6.874783,2.6537,0.1516,False,2.6230283375837087
86,Semele,125.92,16.642,3.1064,0.1805,False,3.0553773316389186
87,Sylvia,301.78,5.18364,3.4853,0.0539,False,3.48023355334411
88,Thisbe,226.21,6.04131,2.7682,0.1454,False,2.738782208315616
89,Julia,160.84,11.388336,2.5516,0.1242,False,2.53184348315372
91,Aegina,123.07,6.02817,2.59,0.0879,False,2.579974896986209
93,Minerva,213.47,5.981768,2.7547,0.1426,False,2.7265480675680656
94,Aurora,220.78,7.226189,3.1579,0.0736,False,3.149335276566839
95,Arethusa,152.45,8.70221,3.0689,0.1281,False,3.0436161202361434
97,Klotho,102.48,35.251,2.6688,0.2391,False,2.5913913185395976
98,Ianthe,132.79,16.48013,2.6869,0.2448,False,2.6051472977799675
99,Dike,78.01,18.11914,2.6636,0.2289,False,2.5928812660860814
100,Hekate,93.8,27.0703,3.0946,0.1501,False,3.059540719072016
103,Hera,92.01,23.74265,2.7021,0.0525,False,2.6983735989425073
104,Klymene,140.07,8.98059,3.148,0.145,False,3.1147308500735664
105,Artemis,131.21,37.118,2.3732,0.2059,False,2.3223495329321264
106,Dione,207.87,16.2126,3.1701,0.1454,False,3.13641119810033
107,Camilla,254.0,4.843928,3.486,0.0931,False,3.4708594763298097
108,Hecuba,75.5,14.25662,3.221,0.1062,False,3.202784566322243
109,Felicitas,149.93,13.19055,2.6962,0.2643,False,2.6003245207735066
110,Lydia,97.0,10.9258,2.7329,0.0459,False,2.7300196315783496
112,Iphigenia,84.87,31.4625,2.4339,0.094,False,2.423123170963548
114,Kassandra,103.01,10.74358,2.6766,0.1777,False,2.634001126006496
115,Thyra,94.0,7.23996,2.3799,0.18,False,2.3410281655879324
116,Sirona,84.23,12.03249,2.7684,0.1751,False,2.725630030123314
117,Lomia,208.97,9.12417,2.9915,0.0309,False,2.990071501874993
118,Peitho,53.48,7.806396,2.4379,0.1674,False,2.4034989410707275
119,Althaea,68.6,11.46514,2.5814,0.0568,False,2.5772325280002986
120,Lachesis,189.32,46.5504,3.1171,0.0864,False,3.105443692375028
121,Hermione,234.28,5.550877,3.4504,0.0919,False,3.435798739120221
122,Gerda,92.38,10.68724,3.22,0.0579,False,3.2145980887439105
123,Brunhild,50.64,9.8734,2.6951,0.111,False,2.6784453770485577
124,Alkeste,88.65,9.907,2.6299,0.1092,False,2.6141726683265194
125,Liberatrix,61.12,3.968198,2.7433,0.086,False,2.733136449318541
126,Velleda,49.67,5.36708,2.4389,0.0726,False,2.432464079966251
127,Johanna,129.15,12.79953,2.7559,0.0908,False,2.7445157850586472
129,Antigone,131.11,4.957154,2.8702,0.2249,False,2.796670786445255
130,Elektra,215.0,5.224663,3.118,0.1853,False,3.064002471043853
131,Vala,48.01,5.18072,2.4316,0.0937,False,2.420902120114226
133,Cyrene,83.86,12.7086,3.0631,0.1534,False,3.026845689474339
134,Sophrosyne,134.63,17.1892,2.5641,0.1095,False,2.5486815428208947
135,Hertha,92.13,8.4006,2.4285,0.1745,False,2.391239946677129
136,Austria,45.21,11.49661,2.2868,0.0184,False,2.286412857725504
137,Meliboea,187.42,25.6733,3.1186,0.1864,False,3.0639432248732086
138,Tolosa,58.94,10.10306,2.4478,0.1387,False,2.4241406508209833
139,Juewa,182.09,20.9844,2.7829,0.2243,False,2.711992107221557
140,Siwa,117.36,34.398,2.7323,0.201,False,2.6765371485598157
144,Vibilia,161.19,13.82516,2.655,0.1901,False,2.606585364813466
146,Lucina,160.31,18.5538,2.7187,0.092,False,2.7071700123013773
147,Protogeneia,161.27,7.85227,3.1365,0.0036,False,3.1364796754141477
148,Gallia,97.75,20.6636,2.7713,0.1319,False,2.747087228546232
149,Medusa,24.45,26.0454,2.1747,0.0818,False,2.167412068398852
150,Nuwa,159.56,8.13456,2.9821,0.0923,False,2.9693701423164294
151,Abundantia,49.14,9.864,2.5917,0.0699,False,2.5853607110023105
152,Atala,82.0,6.24472,3.1394,0.0774,False,3.129982177861562
154,Bertha,192.61,25.2285,3.1844,0.1321,False,3.156493174996997
155,Scylla,45.61,7.95879,2.7586,0.2085,False,2.6979725011093776
156,Xanthippe,143.35,22.1157,2.7307,0.282,False,2.619872914991344
157,Dejanira,24.48,15.8286,2.5798,0.216,False,2.5188995987783556
158,Koronis,47.69,14.20569,2.8688,0.0453,False,2.8658549704616787
159,Aemilia,141.59,24.47866,3.1042,0.1171,False,3.082843503465054
160,Una,86.1,11.03316,2.7277,0.0589,False,2.7229644071816397
161,Athor,58.25,7.280086,2.3794,0.1,False,2.3674731078514917
162,Laurentia,106.44,11.86917,3.02,0.2097,False,2.952852639324218
163,Erigone,81.58,16.14032,2.3849,0.2095,False,2.331975842049848
164,Eva,120.74,13.6638,2.6329,0.2729,False,2.532961449468008
165,Loreley,197.62,7.22439,3.1288,0.0812,False,3.1184681637128713
166,Rhodope,66.92,4.714793,2.6858,0.177,False,2.6433935046716828
167,Urda,47.2,13.06133,2.8535,0.0429,False,2.8508729857800534
168,Sibylla,156.45,47.015,3.3784,0.0272,False,3.377150031034963
171,Ophelia,130.81,6.664541,3.1361,0.1537,False,3.098835476138602
172,Baucis,73.54,27.41,2.3799,0.0765,False,2.3729258965910582
173,Ino,171.25,6.110939,2.7432,0.174,False,2.7013542737741303
174,Phaedra,74.4,5.750249,2.8601,0.1579,False,2.824220353934189
175,Andromache,121.18,8.328,3.2086,0.1893,False,3.150586263182064
176,Iduna,131.13,11.28783,3.1793,0.1946,False,3.118520317612254
178,Belisana,42.09,12.32138,2.4602,0.0531,False,2.4567291494006773
179,Klytaemnestra,90.17,11.17342,2.9723,0.0761,False,2.9636808963794468
180,Garumna,27.02,23.8592,2.7218,0.1918,False,2.6712671494515976
182,Elsa,53.83,80.166,2.4171,0.1758,False,2.379455851986039
183,Istria,39.07,11.76897,2.7929,0.2463,False,2.7068609145387925
184,Dejopeja,95.0,6.44111,3.182,0.1045,False,3.164578189054428
186,Celuta,53.49,19.8435,2.3618,0.0743,False,2.355271831217487
187,Lamberta,147.29,10.66703,2.7307,0.2883,False,2.614754846450838
188,Menippe,44.63,11.97647,2.7618,0.1501,False,2.7305110702297855
189,Phthia,44.41,22.34154,2.4504,0.015,False,2.4501243144918177
191,Kolga,108.53,17.60386,2.8955,0.0551,False,2.8911012753415952
192,Nausikaa,106.88,13.62523,2.4027,0.2102,False,2.349019853543164
193,Ambrosia,41.98,6.58167,2.6016,0.2762,False,2.5003982337071657
195,Eurykleia,97.06,16.52178,2.878,0.0632,False,2.87224653771431
196,Philomela,158.05,8.332826,3.1141,0.0333,False,3.1123729239083446
199,Byblis,85.48,5.22063,3.1741,0.1986,False,3.110873925575965
201,Penelope,88.09,3.747455,2.6782,0.1459,False,2.6495415003410714
202,Chryseis,97.95,23.6702,3.076,0.1202,False,3.0536980665876188
204,Kallisto,54.88,19.4862,2.6712,0.1671,False,2.6336428012051005
206,Hersilia,111.01,11.11129,2.7407,0.0496,False,2.737326643717326
207,Hedda,73.08,30.104,2.284,0.0698,False,2.2784293369121107
208,Lacrimosa,46.45,14.08574,2.8929,0.045,False,2.8899694544094667
209,Dido,179.01,5.7356,3.1474,0.0738,False,3.138817235037629
210,Isabella,101.96,6.6719,2.722,0.0954,False,2.7095850089691886
212,Medea,174.23,10.28414,3.1131,0.0918,False,3.0999548266012757
213,Lilaea,96.74,12.0395,2.7519,0.1471,False,2.721963801169266
214,Aschera,36.86,6.83369,2.6114,0.0858,False,2.601770151043721
215,Oenone,43.69,27.908,2.7666,0.0145,False,2.766309145886177
216,Kleopatra,152.89,5.385282,2.7945,0.226,False,2.7221987447192393
217,Eudora,78.12,25.2626,2.8706,0.2829,False,2.7533342952934885
218,Bianca,69.87,6.337172,2.6673,0.1401,False,2.6409933780816237
219,Thusnelda,49.87,59.7106,2.3541,0.1686,False,2.320400008578351
220,Stephania,38.46,18.2087,2.3487,0.2036,False,2.299504495740354
221,Eos,113.27,10.44212,3.0127,0.0738,False,3.0044845535991183
222,Lucia,62.41,7.8367,3.1349,0.1559,False,3.0965690865231106
223,Rosa,109.16,20.2769,3.0901,0.1347,False,3.0619381461815878
225,Henrietta,128.53,7.3561,3.3762,0.2121,False,3.299384587903071
226,Weringia,39.17,11.14849,2.7128,0.1928,False,2.661902650095404
227,Philosophia,123.89,26.4613,3.1468,0.2184,False,3.0708341526263423
230,Athamantis,128.0,23.9845,2.3823,0.0424,False,2.3801576348782802
231,Vindobona,92.79,14.2447,2.9204,0.1696,False,2.878092116054657
232,Russia,59.14,21.907,2.5527,0.2304,False,2.484022178591261
233,Asterope,109.56,19.698,2.6601,0.0682,False,2.6539064078730825
234,Barbara,89.0,26.478,2.3857,0.1735,False,2.3495181618431675
235,Carolina,67.02,17.6126,2.882,0.0744,False,2.8740124774480993
236,Honoria,96.24,12.3397,2.7994,0.1531,False,2.76639703698716
237,Coelestina,62.03,29.1753,2.7626,0.0809,False,2.7535448135063945
238,Hypatia,178.72,8.87273,2.907,0.0596,False,2.901832342270683
239,Adrastea,48.24,18.4717,2.97,0.1983,False,2.911019876194424
240,Vanadis,125.93,10.5606,2.6644,0.183,False,2.6194060457937716
242,Kriemhild,53.89,4.545174,2.8632,0.1386,False,2.835565664090001
243,Ida,36.23,4.633632,2.8616,0.0457,False,2.8586102266641715
244,Sita,12.22,129.716,2.1745,0.105,False,2.162479846378632
245,Vera,79.5,14.35651,3.0921,0.1712,False,3.0464491525001773
246,Asporina,69.81,16.2522,2.6946,0.1071,False,2.679101344439669
247,Eukrate,156.69,12.0948,2.7411,0.202,False,2.684593653370126
248,Lameia,56.93,11.912,2.4709,0.0745,False,2.4640334025470914
249,Ilse,40.81,84.995,2.3776,0.1788,False,2.3392860232991146
250,Bettina,121.27,5.05441,3.1465,0.1241,False,3.1221766625185667
251,Sophia,31.91,20.222,3.095,0.0962,False,3.080645466112419
252,Clementina,82.93,10.86189,3.1574,0.0505,False,3.153371350169261
253,Mathilde,72.28,420.1,2.6475,0.2208,False,2.5821573351320017
254,Augusta,12.94,5.895048,2.1948,0.1179,False,2.1794923081107016
255,Oppavia,64.69,19.4973,2.7458,0.1294,False,2.7227146227332546
256,Walpurga,69.6,16.66014,3.0,0.0993,False,2.985172623149288
257,Silesia,88.25,15.7097,3.1153,0.1035,False,3.0985691368492
258,Tyche,71.13,10.04007,2.6156,0.1666,False,2.5790458485222243
260,Huberta,115.54,8.29055,3.4454,0.0861,False,3.43260550695778
261,Prymno,54.24,7.99983,2.3315,0.131,False,2.3114079914843573
263,Dresda,28.81,16.81384,2.8866,0.0421,False,2.884040746132284
264,Libussa,70.91,9.22794,2.7982,0.1042,False,2.7829676160948127
265,Anna,34.82,11.69033,2.4208,0.2418,False,2.3489654474026826
267,Tirza,66.68,7.6529,2.7741,0.1114,False,2.7568330271297046
269,Justitia,64.92,33.129,2.6158,0.2649,False,2.522352870301422
270,Anahita,57.78,15.05906,2.1984,0.0921,False,2.1890562784111856
271,Penthesilea,80.44,18.7874,3.0062,0.0689,False,2.9990559800219216
272,Antonia,30.5,3.854798,2.7778,0.0505,False,2.774255696617525
273,Atropos,36.61,23.928,2.395,0.1753,False,2.3579135767681882
274,Philagoria,32.58,17.94072,3.0438,0.1559,False,3.006582980496681
276,Adelheid,151.52,6.3192,3.1161,0.081,False,3.1058608114825734
277,Elvira,40.0,29.6922,2.8856,0.053,False,2.8815443246991292
278,Paulina,43.17,6.49387,2.7549,0.1741,False,2.712827105674623
280,Philia,55.79,70.28,2.9431,0.113,False,2.924249408918109
281,Lucretia,12.74,4.349711,2.1878,0.1309,False,2.168975243255598
282,Clorinde,41.97,49.363,2.3393,0.1017,False,2.3271709949540935
283,Emma,160.0,6.895222,3.046,0.1132,False,3.026420987706132
286,Iclea,125.2,15.3611,3.1948,0.0102,False,3.194633802181082
287,Nephthys,69.24,7.6041,2.353,0.05,False,2.350056909417302
289,Nenetta,37.59,6.91599,2.8739,0.1686,False,2.832758839749086
290,Bruna,11.88,13.80554,2.3375,0.2243,False,2.2779408353265977
291,Alice,20.76,4.316011,2.2221,0.1434,False,2.199134178620591
292,Ludovica,36.08,8.926,2.5298,0.0257,False,2.528964408201203
293,Brasilia,64.82,8.17409,2.8618,0.1295,False,2.8377019896864417
295,Theresia,35.52,10.7064,2.7967,0.1531,False,2.763728868093874
296,Phaetusa,9.36,4.53809,2.2287,0.1234,False,2.211666073469117
297,Caecilia,45.29,4.151388,3.1703,0.1198,False,3.147467645008005
299,Thora,19.18,273.4,2.4342,0.0443,False,2.4318102803949975
301,Bavaria,59.59,12.2409,2.7253,0.0809,False,2.7163670745851647
302,Clarissa,44.06,14.4767,2.4057,0.1066,False,2.391992288490148
303,Josephina,124.92,12.499,3.122,0.0473,False,3.1185056347384785
304,Olga,77.59,18.2012,2.4037,0.1258,False,2.384604102064028
305,Gordonia,56.66,12.89356,3.0932,0.1992,False,3.0312087342427616
306,Unitas,57.0,8.73875,2.358,0.1174,False,2.341693744712865
310,Margarita,36.22,12.07095,2.7616,0.154,False,2.7286564529040733
311,Claudia,32.27,7.53138,2.8976,0.0406,False,2.8952108710898155
312,Pierretta,56.75,10.20764,2.782,0.1669,False,2.7429791902000202
313,Chaldaea,103.72,8.38992,2.376,0.2326,False,2.3108322260956635
314,Rosalia,71.95,20.4672,3.152,0.1595,False,3.111647870576618
315,Constantia,9.24,5.34749,2.2414,0.1169,False,2.2260322679093143
317,Roxane,19.86,8.16961,2.2866,0.0423,False,2.2845533888378897
320,Katharina,27.3,6.89205,3.0132,0.081,False,3.00329893044488
321,Florentina,33.95,2.8708658,2.8856,0.046,False,2.8825454184706687
322,Phaeo,77.08,17.5726,2.7825,0.1989,False,2.7269050673903994
326,Tamara,116.98,14.4613,2.3176,0.202,False,2.2698238849551657
327,Columbia,30.29,5.93183,2.776,0.0576,False,2.771391123157148
328,Gudrun,145.68,10.98504,3.1039,0.1159,False,3.082982467715501
329,Svea,84.18,22.76703,2.4756,0.0842,False,2.46680883434285
331,Etheridgea,79.9,25.314,3.0251,0.0664,False,3.0184238607152425
332,Siri,47.7,8.0062,2.773,0.064,False,2.7673150686569827
333,Badenia,81.98,9.86107,3.124,0.1371,False,3.094500729901326
334,Chicago,182.25,7.36014,3.8832,0.0679,False,3.87423808648672
335,Roberta,101.83,12.02713,2.4749,0.1656,False,2.440729064170984
336,Lacadiera,78.07,13.69552,2.2518,0.0868,False,2.243301160844228
337,Devosa,81.98,4.65265,2.383,0.1575,False,2.3532577464004554
338,Budrosa,79.04,4.60783,2.9126,0.0249,False,2.911696939438652
340,Eduarda,34.37,8.00613,2.7464,0.1038,False,2.731564469635534
341,California,17.2,320.79,2.1994,0.1269,False,2.181618984913062
342,Endymion,66.25,6.31652,2.5679,0.1444,False,2.5409868633980266
343,Ostara,23.88,110.028,2.4115,0.213,False,2.3561613784182422
345,Tercidina,106.2,12.37082,2.3253,0.0994,False,2.313784083483929
347,Pariana,58.46,4.052456,2.6131,0.197,False,2.5618923554489
349,Dembowska,228.91,4.701204,2.9248,0.0596,False,2.9196006999220137
350,Ornamenta,128.73,9.18041,3.1141,0.1915,False,3.056466147137079
351,Yrsa,53.3,13.31195,2.766,0.1812,False,2.7202123744147917
352,Gisela,31.69,7.480076,2.1941,0.1367,False,2.1735028694652696
353,Ruperto-Carola,14.02,2.738963,2.7343,0.3079,False,2.6014642193642525
354,Eleonora,169.0,4.277184,2.7981,0.173,False,2.7559097565987734
355,Gabriella,27.98,4.828994,2.5387,0.0674,False,2.532927083888081
356,Liguria,152.54,31.7046,2.757,0.2212,False,2.688704879494483
360,Carlova,138.79,6.189593,3.0016,0.1551,False,2.9652769635770304
361,Bononia,153.15,13.8063,3.9669,0.207,False,3.880980685265917
362,Havnia,100.7,16.92666,2.5788,0.0412,False,2.5766103912870038
364,Isara,35.21,9.15751,2.2209,0.1595,False,2.1924678793666277
365,Corduba,118.89,12.70544,2.8027,0.149,False,2.771414008955485
367,Amicitia,21.24,5.05502,2.2194,0.1473,False,2.195190476868359
368,Haidea,80.97,9.8215,3.068,0.1787,False,3.0186162696006
370,Modestia,43.53,22.54,2.3244,0.0483,False,2.3216871321125523
371,Bohemia,59.22,10.73965,2.7268,0.0865,False,2.716579546457044
372,Palma,234.22,8.58189,3.154,0.2458,False,3.0572370656999692
373,Melusina,107.74,12.98629,3.1167,0.1266,False,3.091622563462654
374,Burgundia,70.39,6.96382,2.7796,0.1117,False,2.762205189686504
376,Geometria,38.95,7.71097,2.2886,0.1728,False,2.2541724370209115
377,Campania,98.68,11.6644,2.6904,0.071,False,2.6836102792435117
378,Holmia,37.79,4.440425,2.7767,0.0967,False,2.7636872001046946
380,Fiducia,80.14,13.7172,2.6784,0.0806,False,2.6696858991440693
381,Myrrha,136.57,6.571954,3.2097,0.1187,False,3.187007946451635
382,Dodona,76.0,4.113226,3.1225,0.1951,False,3.062496026870882
383,Janina,59.65,6.42941,3.1341,0.1525,False,3.097441907207452
384,Burdigala,40.71,408.0,2.652,0.1419,False,2.625164406426112
385,Ilmatar,96.8,62.54,2.8467,0.1849,False,2.797615320757246
386,Siegena,211.58,9.76503,2.8962,0.1459,False,2.865208757108435
387,Aquitania,107.69,24.14011,2.7391,0.2312,False,2.664887493483504
388,Charybdis,131.2,9.51122,3.0056,0.0442,False,3.002662634467923
389,Industria,83.43,8.4952,2.6085,0.0989,False,2.595711508281607
390,Alma,31.16,3.741165,2.6517,0.1721,False,2.6121352679950736
394,Arduina,37.13,16.62174,2.7626,0.1913,False,2.7115792378476153
395,Delia,61.49,19.6802,2.7852,0.0966,False,2.7721744110549573
396,Aeolia,55.49,14.3531,2.7418,0.1681,False,2.7027840428980454
399,Persephone,62.26,9.14639,3.0526,0.1147,False,3.03245337775413
400,Ducrosa,38.19,6.86788,3.1317,0.1366,False,3.1023443422148276
401,Ottilia,110.42,6.04828,3.3403,0.0451,False,3.336901169004695
402,Chloe,64.67,10.66844,2.5576,0.1573,False,2.5257600910779647
403,Cyane,54.43,12.26999,2.8098,0.1254,False,2.7876201819069317
404,Arsinoe,108.63,8.88766,2.5922,0.2294,False,2.523071819979673
405,Thia,152.77,9.9648,2.5826,0.2795,False,2.479672264339203
406,Erna,53.63,8.79078,2.916,0.1449,False,2.8852254246754168
407,Arachne,103.46,22.6263,2.6247,0.0397,False,2.6226308026566856
408,Fama,45.15,202.62,3.1648,0.119,False,3.142311735654908
409,Aspasia,214.36,9.02144,2.5762,0.0987,False,2.5636210190025195
410,Chloris,124.25,32.9961,2.7264,0.257,False,2.6348240493530035
413,Edburga,41.14,15.77149,2.5835,0.2283,False,2.5152719169206534
415,Palatia,98.51,20.7313,2.7904,0.2789,False,2.6796773458393544
416,Vaticana,128.3,5.371597,2.7885,0.25,False,2.6999535152248457
417,Suevia,67.16,7.01849,2.7989,0.1782,False,2.7541016143662094
418,Alemannia,45.68,4.67211,2.593,0.0879,False,2.5829632848977764
419,Aurelia,148.7,16.7809,2.5944,0.262,False,2.503772090387653
421,Zahringia,14.12,25.503,2.5392,0.2431,False,2.4630271281877043
423,Diotima,255.82,4.775377,3.0682,0.0525,False,3.06396871924629
424,Gratia,102.57,20.06,2.7739,0.1017,False,2.7595176432707045
425,Cornelia,76.55,17.5557,2.8867,0.0968,False,2.873143632749996
426,Hippo,137.56,67.503,2.8892,0.1747,False,2.844769041886231
427,Galene,40.13,3.706036,2.9734,0.105,False,2.956963704402034
430,Hybris,41.12,7.21656,2.8437,0.2571,False,2.7481084680144683
432,Pythia,52.61,8.25085,2.3693,0.1446,False,2.3443991118287415
434,Hungaria,13.0,26.4879,1.9443,0.0776,False,1.9384371064540158
435,Ella,44.41,4.622802,2.4495,0.1213,False,2.431412628624989
436,Patricia,67.38,16.132,3.1985,0.0586,False,3.1930035167361766
437,Rhodia,15.77,429.8,2.3857,0.2068,False,2.3341288904096924
438,Zeuxo,70.53,8.83166,2.554,0.0762,False,2.54657438132503
439,Ohio,86.86,37.4672,3.1308,0.0615,False,3.1248736568134015
440,Theodora,14.12,4.83658,2.2103,0.157,False,2.182889191486272
441,Bathilde,71.18,10.44313,2.8062,0.0882,False,2.7952636376830746
442,Eichsfeldia,92.84,11.8764,2.3453,0.1006,False,2.333402180742455
443,Photographica,29.81,19.7976,2.2154,0.0962,False,2.2051250292812443
444,Gyptis,180.68,6.21513,2.7707,0.1443,False,2.741701815781534
445,Edna,105.5,19.9764,3.1886,0.1587,False,3.148190395959261
446,Aeternitas,53.56,15.7374,2.7875,0.0967,False,2.774436586700701
447,Valentine,91.65,9.65276,2.9863,0.0151,False,2.9859595274596074
448,Natalie,55.65,8.0661,3.1419,0.1513,False,3.1057301036941247
449,Hamburga,92.31,18.0386,2.5534,0.2036,False,2.4999168814337374
450,Brigitta,43.91,10.76437,3.0161,0.0738,False,3.0078752820095924
453,Tea,26.14,6.81025,2.1819,0.1373,False,2.1612363376698265
455,Bruchsalia,112.38,11.84015,2.6568,0.2428,False,2.5772988948419076
456,Abnoba,50.49,18.2791,2.7866,0.219,False,2.718954891417443
458,Hercynia,50.05,21.8135,2.993,0.2048,False,2.929559897402857
460,Scania,25.64,163.84,2.7177,0.0665,False,2.711684167339238
461,Saskia,48.72,7.3469,3.1142,0.1557,False,3.076220426761502
462,Eriphyla,49.86,8.6589,2.8737,0.0502,False,2.8700767964316096
468,Lina,87.68,16.47838,3.1419,0.1585,False,3.1021831706915175
470,Kilia,31.2,295.0,2.4048,0.1229,False,2.3865693546989144
471,Papagena,148.13,7.11539,2.8888,0.1947,False,2.833516570877183
472,Roma,55.77,9.7965,2.543,0.0999,False,2.53027859776577
473,Nolli,13.64,3.07843,2.6622,0.1448,False,2.6341429255185385
474,Prudentia,43.32,8.57227,2.4539,0.1776,False,2.4148897599717114
476,Hedwig,138.49,27.2403,2.6496,0.0727,False,2.6425887714406406
478,Tergeste,92.79,16.10308,3.0162,0.098,False,3.0016812640129267
480,Hansa,65.67,16.18943,2.6441,0.0089,False,2.643995278345708
481,Emita,121.55,14.4494,2.7405,0.1351,False,2.7153750099486436
482,Petrina,62.59,11.7921,2.9987,0.1045,False,2.982281777346798
483,Seppina,84.97,12.72097,3.4273,0.0248,False,3.4262458745967486
484,Pittsburghia,35.68,10.64977,2.6678,0.0364,False,2.6660320500461494
485,Genua,70.5,17.6191,2.7517,0.2002,False,2.6959919738928537
486,Cremona,26.98,65.151,2.352,0.1966,False,2.306097847149977
487,Venetia,71.93,13.34133,2.6701,0.0657,False,2.664331037876145
489,Comacina,143.05,9.02321,3.1536,0.0734,False,3.1450934224942224
