period,diameter.value
44.709211089,6.297
7.959342934,5.72
24.831244954,4.715
3.793174443,7.247
5.600628474,3.8710000000000004
8.611716837,7.928
312.438282582,12.06
3.139144987,3.058
7.977132119,82.467
4.602992102,9.543
30.523220333,5.219
199.488283054,2.48
8.976578378,3.505
20.872738916,29.652
23.429796768,10.591
9.588420771,15.372
2.811833128,5.963
146.240227396,10.968
5.371654102,76.21899999999998
54.008550302,2.316
21.731518035,8.755
5.777488548,2.337
21.999927331,3.873
4.98633482,16.078
3.938899676,9.275
39.103732165,7.0
13.565082916,6.183
23.409266812,5.249
2.424390281,4.853
13.505638919,26.458
185.977109357,4.588
3.223279126,10.373
27.289737001,16.611
25.519297543,2.988
71.593248832,2.331
3.059335649,5.553
75.753765269,5.895
4.87289176,8.029
123.414292191,12.529000000000002
12.794729242,49.69
12.122698159,2.937
3.384666259,6.209
5.7320765,5.314
10.976945119,8.112999999999998
13.191294386,136.252
7.903386037,3.38
7.709611772,3.518
7.300717189,22.9
9.313945697,7.386
162.657622625,3.772
3.5862253,7.424
5.740685073,3.432
2.679924015,5.615
4.744197936,3.769
7.042622124,8.566
167.517833433,2.786
161.937511787,5.917
81.706881608,7.87
15.046988685,3.139
52.848489818,11.912
365.50465402,9.677
10.744925764,14.32
4.87057883,4.681
54.096313954,3.08
26.472844905,2.69
10.852969241,33.9
3.050512552,4.882
19.10067915,7.901
24.617052636,4.756
73.190224541,7.032
22.816976929,4.573
567.995770343,5.132
10.525831173,4.543
24.39089185,18.291
3.496116485,5.433
158.742876272,4.118
14.735896387,1.6369999999999998
14.745877283,22.884
170.84291416,5.832
26.504911434,9.692
124.375439384,10.499
16.899227962,201.61
2.569456602,8.224999999999998
5.092007226,4.36
3.887754742,15.005
11.299822774,8.762
88.134212082,20.264
2.998455143,2.813
6.245070666,8.603
220.017730164,4.099
6.610673228,7.924
60.885514816,2.86
75.234889272,9.605
36.590683047,6.458
17.731449845,3.752
3.208115889,7.238
9.494211875,10.32
60.365284417,2.889
52.952589163,3.425
6.628288902,3.506
5.074677235,3.296
20.220856173,12.618
4.847464193,6.19
3.52793757,7.394
48.684786218,3.048
6.369014832,15.089
6.837269059,4.59
6.989086263,3.322
6.210006955,1.795
210.74922486,14.648
22.806419659,4.698
54.493896068,3.201
4.356932726,5.862
108.652276048,5.066
95.37056178,3.002
5.971006162,3.54
6.618306212,3.656
187.298819579,6.662
6.313302555,50.124
54.196021284,7.144
33.826411641,11.095
34.169390543,11.443
22.708004434,2.481
103.116018963,6.417
15.875521993,5.624
163.631123881,6.73
60.548407698,5.81
54.549947188,21.14
41.991196693,8.572
3.961681461,11.374
259.637413235,5.672
122.913569064,5.501
17.505538072,6.263
13.348977328,15.138
152.355073448,4.868
5.091290091,6.878
335.989239514,4.842
100.592791147,7.49
180.466790717,9.538
252.046365799,14.177
115.311462722,3.017
317.008493894,2.573
16.894122148,6.126
21.001124329,2.563
3.766578322,8.399
204.768975298,8.745
23.471823418,119.586
42.521795191,7.96
72.456762723,2.607
8.715651456,24.082
6.770760861,5.303
34.878814466,2.95
8.44459818,16.579
5.534256178,14.728
4.984043671,4.874
19.265998222,2.65
6.740435893,4.585
16.814410554,6.426
46.844365694,6.226
24.96177373,19.773
14.698878865,4.677
2.730719056,6.785
13.885989674,9.504
89.954567143,3.071
3.68607108,3.179
10.382165748,23.372
5.968152943,12.0
35.26601543,6.777
15.982121735,7.844
13.078382472,8.59
5.026521782,14.369000000000002
11.310055478,10.908
7.881113028,2.977
5.382718388,2.863
131.695573746,6.515
38.488607331,4.523
18.738893519,4.792
22.633001599,3.193
10.060157873,67.74
34.404013082,5.792
3.7095643,5.875
5.370565396,2.885
187.828919362,2.857
3.51885254,15.443
7.70189079,26.276
7.509331453,4.76
169.783143003,6.357
3.016562801,6.227
4.540186856,7.588
34.333132679,7.08
7.049526992,3.349
100.106585537,2.313
15.768393585,2.13
147.529854774,6.598
17.050760088,2.021
6.879847123,9.145
13.347086231,5.939
427.299013034,4.646
41.999609811,3.451
16.488956354,5.305
2.647967441,4.57
468.99152225,2.463
195.159264344,6.0
18.168435515,6.551
224.919995729,3.915
4.402969115,5.025
71.778156183,4.518
24.301191755,7.215
37.597959616,1.567
6.052179767,6.982
10.467257703,2.733
4.67198713,41.0
47.945178971,9.562
3.333246696,3.19
24.836921327,1.757
113.423131904,4.756
3.400207107,4.22
5.127248644,3.834
14.534160821,3.234
4.707436331,4.47
2.696888405,2.19
265.743415094,3.011
3.094756267,3.32
9.72224453,9.782
5.213948495,4.401
86.680054836,1.922
7.318500013,3.73
7.211824825,13.015999999999998
394.689707977,6.712
319.722646594,4.99
32.045443914,3.489
13.030184696,5.93
49.820102353,2.418
3.852449854,4.987
13.801668447,2.598
2.810206842,2.868
6.875366153,165.0
44.735615054,4.073
10.32465754,11.409
198.002340468,1.537
11.866290856,11.751
58.630148112,3.678
560.658007381,2.305
12.532232906,14.694
5.535224886,45.552
3.263821839,2.243
253.939082128,5.83
9.924369755,18.53
10.015603534,13.629000000000001
64.559861258,5.582
6.903733765,3.1289999999999996
18.248374468,8.054999999999998
24.252564125,17.087
16.947322944,25.752
212.897801648,4.37
2.471321065,2.874
190.181335393,5.26
10.361632216,4.136
10.343798996,88.0
139.924728774,11.7
282.500401209,5.566
89.44951404,7.269
17.469191224,65.328
5.060245988,9.215000000000002
14.810426616,10.689
26.506601902,2.098
14.12511728,2.656
244.624661509,2.16
48.505021962,6.077000000000001
22.054809212,5.587
70.599870222,3.832
3.258571134,3.31
8.925050696,4.168
91.501641177,3.546
3.81708238,2.423
4.415646036,3.734
3.608799435,8.42
2.562536848,3.39
5.145389502,3.337
6.324147233,12.415999999999999
4.110818848,5.577000000000001
105.478859317,2.691
139.058156081,1.72
9.188009792,3.317
12.489549242,90.98
9.745108003,4.123
8.801271188,8.353
197.548210872,5.018
2.941031533,1.903
7.355608193,14.142
5.238598717,5.188
10.422983546,54.657
195.923592512,3.184
122.453756632,1.866
19.710288864,10.965
28.0822364,9.25
7.513649444,54.972
44.490429627,2.52
6.243355796,8.420999999999998
10.104504175,5.326
14.463177858,3.222
25.264927249,2.064
311.984704912,8.317
6.634903664,4.855
8.238602308,4.963
37.98313706,2.531
15.449421873,2.113
67.432058295,108.01799999999999
30.715108419,12.049
3.355776051,4.44
3.918425873,18.255
18.808722586,9.141
7.201143625,8.059
4.052697557,46.301
118.454907696,3.307
20.347449606,3.191
9.543610553,5.217
4.124851766,5.42
293.503069673,5.893
25.849948437,4.95
52.031423153,3.312
3.114159768,5.241
9.43025967,69.608
8.975437955,2.918
2.783625944,3.238
5.382228181,3.958
67.270267865,2.463
174.29473958,8.349999999999998
57.528988784,28.63
12.22995732,7.889999999999999
2.339757352,5.174
5.614196866,3.551
124.463499421,4.769
19.264995709,3.012
188.325554489,18.253
298.995228561,5.185
7.002451299,41.6
41.891692283,6.777
150.586262135,26.3
2.5577277,8.554999999999998
9.867182033,9.163
15.745230763,2.82
7.068685931,2.32
59.211031343,4.155
19.250375015,4.488
5.320206701,2.521
79.249525037,4.44
5.344594344,3.033
14.408331042,2.9
2.490199333,3.954
4.071872725,3.132
13.573846619,6.9
59.648654568,2.106
138.752407003,4.845
87.749086546,5.489
13.576804966,16.21
132.267825634,9.287
66.788197281,4.995
3.159277823,4.491
4.986568811,3.204
29.113798394,3.2060000000000004
78.041285382,3.1
24.04055248,2.04
231.712748359,2.945
9.521109023,9.851
5.728934369,1.97
10.48728702,6.58
5.941536728,11.974
6.332940276,14.377
11.55073392,86.748
40.60139806,3.655
289.899654795,4.854
5.800201707,3.616
5.185979225,3.628
72.003366838,6.001
237.083778625,12.424
3.460246059,16.049
3.651477098,7.869
7.143211889,3.103
33.993580256,2.366
5.5231949,9.88
4.281092991,12.657
12.687059593,2.055
96.496055072,3.836
3.876276159,3.301
2.649988532,4.492
6.240556372,7.115
2.46467599,3.387
8.138458763,10.755
3.354077502,5.968
2.660877394,6.5
5.310234359,3.28
22.829333946,2.92
9.893004576,4.077
4.631945086,20.063
12.250881471,1.648
7.073609486,9.83
13.868016219,11.606
3.351638839,13.499
20.069102941,12.27
3.370991928,3.4
72.303106668,6.806
2.928897059,2.748
3.888872522,4.202
31.786779118,2.31
3.893378652,4.858
2.363312026,4.26
6.994529706,8.897999999999998
5.503609442,5.237
3.115739317,16.294
2.757196745,6.801
37.27279923,7.442
17.7043132,9.179
6.528063533,9.196
5.568789491,6.915
4.957993842,3.223
73.992667524,7.910999999999999
2.897808209,2.478
42.104068704,5.569
28.447614499,2.596
13.117957979,22.7
22.341501472,9.261
58.729610438,16.029
3.027974213,6.097
3.488024247,2.758
5.881958676,7.185
7.554612741,5.363
3.604747868,4.572
146.145855379,8.179999999999998
183.49924357,7.469
3.594938441,9.485
5.552564758,32.347
241.876276194,4.888
5.984008755,6.829
25.7234654,3.839
5.362068012,9.665
8.848830416,8.173
83.459018888,4.46
122.830101355,6.324
7.554577054,2.342
6.948283945,7.86
14.454301874,8.947
183.356458789,7.932
290.46869621,3.354
28.655949548,48.112
3.670794561,6.166
274.499311689,3.826
12.984727062,6.649
52.10086999,7.913
3.396014985,6.76
7.035872911,0.62
195.331999636,4.338
123.34412118,2.883
14.554007487,5.669
6.467539298,11.77
277.053418144,26.323
22.387595488,2.742
24.510932293,2.396
6.228221972,5.863
11.747968724,4.98
89.728897994,2.891
3.89767343,7.26
32.971381051,18.591
10.022283832,5.792
5.199077996,12.236
4.081069288,8.4
8.663990408,16.73
12.678896299,44.205
7.521718571,1.511
5.557281583,17.211
28.257110236,9.147
151.021303526,10.46
3.042190198,4.775
40.808963375,4.894
275.668036462,6.665
2.823576099,5.13
57.521090101,4.053
3.982914013,3.957
2.82783603,2.267
3.347103853,3.43
7.256885302,10.323
35.377028541,7.071
6.705289881,7.007999999999999
14.858282351,99.5
7.481791287,10.931
7.02982131,4.003
170.912698147,10.018
3.554341914,2.241
16.187978232,2.381
4.285234664,6.553
5.35583451,2.91
2.64285412,3.82
85.358194318,16.198
22.409530358,7.4
6.228026121,11.258
62.782995229,3.789
3.614094567,11.151
7.135781792,20.79
12.525118905,6.912
2.733936968,6.453
253.729576237,6.006
4.898221994,8.813
7.422801511,9.666
17.158752491,6.435
14.758812509,5.506
21.048762812,3.037
92.997923495,7.551999999999999
13.124938527,4.2
24.099103497,15.52
5.487243899,6.146
49.838866998,5.081
33.219077462,2.154
178.592368512,2.657
92.271582779,4.653
106.435153108,13.540999999999999
3.108249408,3.234
4.7226842,2.643
35.738290343,9.986
549.179594771,14.896
57.304935023,4.008
3.58496618,12.347000000000001
19.526588035,9.659
5.633866639,2.352
5.373534373,6.507
27.457868464,11.769
2.729146336,4.012
18.710529546,11.17
4.717017837,2.604
4.844056277,254.0
50.020518059,4.099
70.518426928,2.381
12.224861627,5.392
434.138391535,3.969
4.606998506,7.198
7.692497774,5.594
62.02888862,3.03
6.879264305,7.269999999999999
6.951968005,6.11
243.322756275,16.447
249.082539665,4.226
17.365335664,50.143
7.715967802,5.675
16.351462747,2.687
30.503809996,6.378
14.610288531,5.519
70.750042476,6.593
235.298195072,7.323
8.627974092,11.158
6.555956163,3.773
16.365950984,69.119
44.574760067,2.05
155.924016002,5.093
5.385149741,118.71700000000001
2.807795542,7.889
215.992487942,9.412
13.625642355,52.297
9.402743397,8.862999999999998
45.769745891,3.674
7.241946337,20.245
192.623889845,5.546
36.081778269,3.343
4.169886317,12.7
27.885493664,3.16
112.521912365,3.444
37.559295108,10.921
19.016918093,5.85
196.305261758,8.295999999999998
5.0115477,6.745
13.961837103,6.834
3.352454844,7.711999999999998
48.335238663,9.696
169.663598095,8.096
5.317372847,9.27
75.463192534,4.164
19.245793186,11.736
20.993649619,10.255
3.676527716,27.015
3.905512337,1.89
37.462128786,3.237
15.652448987,4.756
4.219406435,3.489
46.552366444,3.709
12.291265655,53.364
6.891429326,24.174
16.846088582,7.196
21.197186812,11.177
5.261740242,4.13
278.093862989,4.086
3.737131663,11.102
2.399770344,2.244
62.221578252,7.593
7.820066691,7.365
187.670412221,9.355
25.485721919,18.577
3.926128925,0.507
5.342342843,9.944
33.603641908,2.944
51.027086955,3.19
26.364311934,7.530999999999999
23.912900414,33.473
33.351992836,3.116
108.115657788,2.99
11.240224732,5.134
229.999018326,8.138999999999998
9.115355216,4.865
3.409070473,8.099999999999998
467.036136641,2.867
21.092192608,6.28
53.373908851,7.505
34.791124065,4.151
3.367828184,3.527
8.047968861,8.564
26.077259769,9.406
5.466701021,4.53
120.280965468,4.336
106.28180975,5.311
7.547221013,5.85
4.402528515,3.46
17.500469748,12.352
5.953440029,11.867
18.070642103,9.485
9.142964919,3.719
115.265222036,8.384
3.751272565,5.863
5.37337668,8.236
4.504589034,8.313
3.352663579,3.58
8.629004752,3.23
39.044202901,6.011
275.755127672,5.927
138.160282225,3.959
154.692130291,6.906
39.725576201,2.225
16.749924654,12.534
15.837458532,10.529000000000002
3.916597875,5.22
4.135560494,13.61
294.505336974,3.145
13.4791445,3.09
68.470587865,5.488
69.645835508,8.971
12.566178437,13.109000000000002
9.709721806,3.713
11.586396276,3.3310000000000004
110.268798688,2.521
20.570803807,37.908
26.260115255,9.97
10.794065853,5.193
14.062492964,4.115
6.863275096,37.796
7.442225624,3.946
4.696047272,5.161
8.700097032,3.231
10.2368323,6.375
9.231527188,7.132999999999999
8.835579274,38.5
5.222851,3.075
6.00656713,17.526
4.524568361,7.63
7.061754876,6.5
5.011867563,28.409
22.945237052,15.436
2.754801921,5.849
6.041006533,1.985
5.633083011,8.665
24.062718145,2.305
38.621332592,5.612
5.450241205,5.29
53.456138017,8.009
4.885133575,3.283
111.035003003,3.0
14.20885059,4.187
20.203935654,12.472000000000001
32.587828116,5.905
3.810124575,16.134
4.189280621,10.74
3.424854274,2.636
2.62291434,3.928
6.50922476,18.307
6.495529467,5.653
9.208440111,2.614
7.018692362,3.291
14.618595305,8.189
13.027967567,3.33
110.706648384,3.679
3.415142319,3.707
39.64807903,8.057
2.618338249,3.761
16.588275952,4.975
5.379146978,1.766
5.164034318,27.148000000000003
31.529428358,2.537
140.294586021,11.402
2.880751512,4.589
6.748776368,3.932
3.926933882,6.429
25.622793418,3.426
32.387623655,12.539000000000001
20.670490793,11.233
4.669649687,4.733
9.785756047,7.87
7.297798795,9.386
9.951664827,10.149
5.953514031,9.794
246.74103638,2.416
21.812712644,6.239
24.883865906,9.635
30.515581078,8.121
19.884260339,9.525
3.242709432,1.777
4.224637737,3.335
2.315031804,9.283
7.54710397,5.713
3.846808791,10.355
3.570487018,9.259
5.498025521,6.417
107.36774913,19.399
49.385467921,2.763
183.536845988,8.531
215.403312679,5.853
7.062222519,12.96
5.282999025,8.833
68.78283748,4.513
5.152302687,4.619
11.955753824,5.986
47.636994857,7.545
104.31664638,7.412
7.957962201,13.062
8.030336156,1.816
201.411447458,3.697
3.841748833,15.437
15.060856914,5.008
146.217028963,1.892
75.438129929,3.441
15.297572919,12.003
24.273968348,3.943
246.648339366,4.144
4.832037097,5.787
74.80791033,4.52
35.625640768,3.11
126.393705578,11.390999999999998
56.236245271,6.246
4.505782195,6.089
4.285597671,7.618
108.74068325,2.25
7.261831293,3.462
87.785586775,4.06
417.233941432,7.08
23.320399383,4.245
6.053281665,2.274
11.273355835,5.5
26.652842035,3.589
47.445560713,10.26
45.749679113,6.549
2.936771569,1.411
6.590829678,7.113
91.874143667,4.977
7.230142994,25.895
50.472407851,4.413
3.8956827,6.73
5.767646661,4.34
3.306876378,5.299
314.657087267,7.736
8.962071998,2.332
5.912104315,3.4189999999999996
4.445521883,8.526
26.690503858,9.801
51.475143636,1.275
9.40399973,12.116
69.553934015,1.914
5.498282914,2.62
36.434056256,38.711
13.095650018,14.663
3.950845112,4.101
51.144504738,12.262
2.973896218,7.636999999999999
2.313084362,4.486
42.912629122,76.952
39.834167714,3.609
36.629439063,3.889
207.835947353,5.311
40.068384887,9.225
5.610483922,8.934
17.921390013,4.163
242.034997144,7.873
12.741309098,5.456
4.685004074,4.356
2.736187816,7.234
3.083988856,2.443
16.796588151,3.153
4.225904814,3.639
5.204856038,5.328
17.949125417,12.652
11.393257803,3.299
5.912955246,4.753
210.129549401,8.976
16.716152343,6.323
7.664753832,4.243
81.538204805,4.23
4.875582159,3.501
7.893462603,6.128
37.09099839,2.759
11.263632569,5.304
6.424859289,40.359
26.915969022,2.089
53.410175742,2.079
4.651352486,4.314
4.020561755,40.142
7.601819303,8.602
10.066361309,3.865
4.574093342,7.816
5.973172268,11.98
3.156593084,3.028
2.328505891,9.285
9.038270425,6.05
18.937253419,2.384
6.748561897,11.54
13.106570913,6.397
4.421841276,10.962
124.946330895,7.205
221.922613491,9.475
19.416066126,18.587
38.956550061,8.633
5.876120344,4.505
5.842216219,22.15
9.759316898,3.087
13.514596061,5.179
13.61589077,6.676
8.170367481,8.015
70.794232539,5.013
58.39194353,5.77
15.658920927,1.655
14.926343005,16.005
152.040654076,6.479
7.855133001,2.06
12.823937034,2.498
2.737195753,5.232
43.172506668,3.282
292.151883303,8.433
3.313591334,2.385
32.717108211,6.128
8.547053439,4.637
15.359295252,29.466
21.853926692,3.394
23.686714015,4.254
6.684102134,2.19
7.076616245,5.862
122.265379733,5.63
206.827436671,6.054
34.041845726,6.696
5.674348211,4.436
3.297109035,7.429999999999999
5.734487532,9.183
9.93555222,6.147
56.001735678,3.394
41.150972067,3.925
5.126766531,3.107
356.722194035,3.616
3.981765435,3.473
24.191372168,21.9
3.22818538,8.631
122.54546037,5.636
4.156127652,12.509
5.287825837,12.181
134.932993746,3.273
33.03619462,7.635
37.436353122,3.118
4.947790045,3.556
29.883741799,12.918
11.284831415,9.608
5.00799584,4.864
3.299870753,4.505
12.056658634,21.765
6.809294942,6.18
7.48242691,8.499
4.108226817,6.913
21.644980182,9.295000000000002
23.921699119,31.63
22.445439474,11.758
48.038470937,3.34
3.46917153,8.447
60.683883218,3.478
12.936842569,5.656
18.692535194,30.971
5.843057681,3.623
4.569846389,6.511
3.677778186,3.112
46.107434539,5.489
20.031318565,3.029
3.992182916,4.698
5.196192695,6.359
4.59816017,6.722
15.399807415,15.1
362.498574469,1.424
64.98524014,4.553
8.3221422,4.73
174.200451332,7.727
3.392224911,7.945
9.789462153,2.842
5.871536893,8.13
51.096229493,4.01
8.659243486,5.318
76.874234019,35.625
516.678248683,6.556
10.80263521,3.307
16.57576475,5.738
4.080100829,2.77
52.303403777,3.676
12.258716938,32.014
60.381073936,10.788
3.406544856,5.0
11.607956648,109.65100000000001
85.44962006,3.454
4.766400963,3.3310000000000004
2.997391308,2.71
16.709829373,7.764
137.32916599,5.41
6.589768892,16.83
7.926455837,3.886
225.269340349,8.042
15.465006536,4.855
35.654058753,1.443
3.135946963,3.907
24.134936062,97.0
12.198003002,4.133
6.605331787,5.855
11.537880819,68.106
7.831278489,6.214
7.368238151,4.285
3.84847194,6.794
34.041671883,6.842
230.193224973,5.688
18.748221295,7.867000000000001
32.841823497,5.057
20.471178595,6.906
2.596038522,2.438
11.300387419,5.91
7.405291256,15.2
4.04731096,8.106999999999998
119.044152416,6.137
2.350957403,2.946
18.763144334,3.038
3.029104207,4.136
3.380641185,7.519999999999999
35.136036353,1.867
13.591213168,67.793
4.757636534,7.864
7.474223054,9.246
22.617736236,4.745
3.303939536,10.985
5.394549332,7.176
11.425888551,4.0
2.745301528,6.94
114.974798781,9.493
25.298560896,2.788
15.296698904,12.268
45.793226423,5.641
26.50118686,5.466
3.549140503,7.221
7.376825876,10.921
19.119811793,8.979
19.604033501,6.579
34.95802777,2.069
42.640012408,6.954
22.435836597,81.688
3.942262475,6.046
61.913627331,2.2
17.606136828,9.317
6.314030707,27.856
2.685632425,4.448
19.060061432,4.088
2.956298494,8.387
3.932252771,18.479
144.081689282,4.225
4.274464649,2.286
12.600820761,15.179
21.812224111,2.914
19.374567338,16.091
48.298940248,3.082
2.790484369,12.295
159.49697241,3.633
3.522251738,2.494
7.165544621,41.672
3.526849485,8.758
7.530958815,6.895
9.04795299,6.162
262.017906048,3.55
45.976482788,5.264
15.570307159,56.448
16.303891816,6.911
44.493469264,2.046
4.011504872,7.408
210.790270439,20.718000000000004
27.371961457,4.676
154.661582653,4.332
32.051453368,2.245
9.4177363,2.7060000000000004
21.457878329,49.065
3.143643126,8.574
273.748769715,14.125
5.154887922,3.4189999999999996
23.063824463,20.279
3.347946161,3.57
3.324300692,4.865
2.652261591,11.017
29.848951242,4.87
3.396545822,12.727
3.174540336,7.198
17.910349841,7.046
5.763513421,4.373
11.462908616,73.982
8.597149792,32.988
6.50535013,3.186
2.349952005,4.791
277.624830145,3.975
15.689049351,30.207
2.36126631,5.777
19.026355623,7.905
2.447683271,3.166
5.669643401,9.572
7.504373447,6.703
4.156077226,5.789
7.557125492,8.503999999999998
14.426360561,35.647
20.578620245,4.134
15.464939743,48.8
36.093836058,5.194
87.744669311,5.506
297.638125556,9.882
6.193817699,2.811
14.60538188,31.083
12.509164349,2.793
6.370514498,5.28
10.682082949,8.316
254.617563825,3.5439999999999996
30.729165215,5.71
13.034010001,8.965999999999998
24.29855256,9.014
195.685090383,2.582
268.248699118,20.99
10.449335205,4.531
39.447889112,2.244
11.932626461,3.816
26.811876949,27.327
3.084803112,4.726
9.88044757,10.934
8.641641557,9.118
92.923670162,4.092
15.526432745,8.208
39.064054185,2.215
117.81101795,5.226
4.418181602,2.639
3.820859786,3.272
31.247611288,2.863
24.494890374,9.257
9.175415135,2.55
586.00169741,2.348
5.163487688,6.249
310.288464381,15.695
32.79876684,9.047
5.494073496,17.895
523.421317399,8.971
88.642025667,5.554
57.795830217,3.099
8.94004819,11.370999999999999
11.261303956,7.421
7.331974402,5.209
5.501510122,3.76
19.13073658,7.748
7.079950521,13.78
161.283299875,5.737
2.78246295,5.76
7.828775932,17.853000000000005
20.275368834,3.655
75.500328211,2.594
2.651929144,2.714
10.846796107,3.068
4.911651017,30.761999999999997
31.840940725,5.125
310.747787246,13.465
21.874311624,9.804
19.40431573,80.7
13.79316007,13.101
6.329628738,10.257
3.888453076,5.462
6.245579208,3.159
524.102766091,1.831
41.168592076,9.937
3.899317422,1.6230000000000002
53.48265292,1.535
42.506285278,14.36
80.073779788,3.88
91.705312317,7.193
15.694926409,2.778
9.148031013,3.7939999999999996
2.742724134,8.407999999999998
3.083780681,3.997
102.198953919,7.679999999999999
4.511460232,5.592
7.885854156,21.554
8.031753103,6.877
8.447860113,2.894
177.057466697,5.361
4.020329981,3.074
8.272940369,5.974
272.189235214,5.644
65.178270131,2.84
231.226619061,14.347000000000001
3.026597882,7.1
3.657381408,2.687
3.103790399,7.295
6.017087603,10.412
14.433205622,15.312
88.600143022,3.24
6.955191544,9.739
53.073909871,6.301
15.792239029,4.683
11.186684125,4.263
31.918731424,14.045
243.184127558,2.405
8.361666565,7.511
7.961991512,2.893
11.571863218,7.479
4.336818394,2.909
286.564159828,3.162
5.386074393,7.195
8.856661666,12.056
6.066229687,7.992000000000001
76.967000869,2.171
7.87776305,58.123
8.040141649,30.297
4.724927944,7.06
10.916384741,13.923
3.059294343,3.53
141.437572854,27.625
48.792978601,5.2
72.176875096,1.69
2.68356099,1.794
42.133093778,4.138
195.45343092,5.193
25.877642629,5.551
248.30506867,16.2
3.503083572,2.672
13.173650359,80.565
4.679601597,8.208999999999998
8.112933034,5.289
145.679816675,5.025
5.50052358,4.028
280.915084355,6.106
12.269454133,89.9
185.525260213,8.750999999999998
3.149491182,3.05
280.527518134,3.722
2.871426025,3.341
40.888219554,7.49
91.776875954,2.188
10.143660937,6.14
14.697911007,6.942
156.189302315,14.089
10.604328037,2.7539999999999996
2.169598404,2.1
6.531023244,4.18
4.01315258,3.07
4.594685713,8.958
7.952510184,12.194
47.412602482,3.281
4.352963322,15.598
16.501977965,6.208
12.47873632,4.11
16.486701635,12.369000000000002
8.438096554,5.848
6.410687455,7.168
205.03885376,2.665
9.39328382,126.719
7.079610973,1.702
5.069856436,3.28
162.470133792,6.868
139.754432459,4.2
8.224520698,2.96
8.038384129,6.88
10.125970568,9.603
11.273551175,4.078
17.102754776,50.889
3.839226401,9.503
14.200937528,2.407
37.735752314,22.531999999999996
157.373444758,6.351
51.083877731,3.01
2.922069527,6.849
239.646270598,4.566
14.04750393,1.538
10.795495708,5.089
2.64505839,8.195999999999998
9.380734226,7.644
518.491709199,9.232
36.397133218,8.904999999999998
189.898315673,12.019
7.52518432,5.266
19.94486399,5.697
26.268693304,13.424
7.468487238,27.2
3.664335818,10.014
47.297070329,1.664
7.973265291,17.0
38.186252104,7.894999999999999
5.418590669,3.636
5.328441602,9.987
3.073824003,3.214
5.148974393,1.689
113.832323773,10.206
225.726851382,10.19
5.586435147,9.801
291.152024117,12.366
193.001422361,4.1
7.140657948,210.419
3.56380765,7.503999999999999
2.531643917,2.8989999999999996
2.902712374,2.402
79.920505114,3.3310000000000004
250.136307672,4.506
31.133819939,3.489
120.550044937,5.632999999999999
229.070253126,7.604
48.257676849,2.925
14.503743222,3.587
2.839531963,4.477
30.728619312,7.409
5.207988878,9.1
3.127000284,9.846
247.976014114,3.0439999999999996
237.502807299,4.127
70.549454763,5.84
8.322178712,7.768
13.595198312,3.748
2.680416627,3.667
159.890418835,3.767
230.037248227,8.519999999999998
11.905081079,5.07
5.988648477,35.845
4.234368439,5.42
14.65453453,5.083
17.143518398,83.991
6.912287483,2.199
139.820140096,6.17
262.356575541,11.196
35.682066406,9.801
564.499035437,3.287
189.708055838,7.365
33.329730969,7.489
2.179406524,2.573
479.521550537,12.140999999999998
70.176878265,10.615
115.010313231,7.401
201.805336826,9.502
11.041500289,1.869
118.947445886,5.342
9.970476717,1.996
13.816637057,0.947
312.432608196,7.857
14.475176597,2.787
14.242355262,8.465999999999998
3.621911005,11.651
4.558001559,4.963
14.134918397,6.313
274.922765042,2.616
17.716720328,1.6980000000000002
4.530235691,8.0
73.508392709,3.805
5.188903176,4.281
7.739909075,10.071
6.359129548,1.572
69.538872141,2.9
205.250936721,2.948
26.689482647,2.153
8.408706598,7.014
5.103555121,10.585999999999999
27.661432061,7.676
8.27810447,1.994
126.830586469,5.082
7.683074055,8.038999999999998
5.548148071,4.063
4.214465148,3.286
3.59123942,4.324
9.461600084,11.239
70.512326558,3.336
50.946971857,2.66
253.252931774,10.187
5.584083238,25.969
6.203168998,4.665
36.281927041,3.704
20.61898401,1.946
20.580116731,7.617000000000001
3.437069522,3.864
5.007954703,4.463
147.099561432,2.729
167.407176005,10.029
3.732236709,4.747
6.906632822,24.944
40.40274272,6.512
15.72991024,8.609999999999998
5.566941983,7.882999999999999
206.04237224,4.163
9.337158218,4.006
3.277560517,6.489
6.964400796,2.891
4.294133199,47.2
23.04377731,4.796
5.05611953,3.82
6.414338973,33.6
22.23418248,52.84
250.58152589,3.869
69.115785999,2.364
566.008128438,2.203
9.409366701,9.227
4.516217346,5.894
5.543792292,10.08
4.263131189,4.62
75.128611387,2.822
206.657715263,3.078
74.88083652,1.98
7.230145651,1.88
9.01164723,4.325
4.48787109,4.712
26.570019048,2.385
5.104630426,8.053
14.751825349,4.95
5.878835287,5.992000000000001
21.08043113,8.21
123.787965921,4.68
289.645663853,2.655
275.997043395,2.829
5.55379874,7.865
6.795082493,5.522
10.651872779,2.946
251.522778863,3.178
3.146768287,5.334
9.060385265,10.583
6.188821023,2.627
24.262902078,9.087
203.391111573,4.112
59.068802892,10.236
197.162564189,3.122
4.43491714,2.92
79.250519503,7.2
11.59859856,3.302
63.255012025,7.359
199.498075962,2.692
96.442628701,4.029
6.405948696,10.344
349.725858736,2.368
5.196897457,14.138
7.711543986,2.252
94.0334425,4.143
7.476143882,1.89
4.852643514,7.593
29.748609901,2.659
11.197978326,3.666
5.871998539,6.22
2.277389759,13.021
61.259585043,1.949
5.107849863,5.678
